138,187.35136,-11.00308
139,418.06115,-4.22128
140,425.41085,4.26815
141,564.20403,885.08937
142,422.42454,-19.52829
143,498.41183,81.81479
144,79.82114,880.76628
145,496.44712,83.81681
146,497.72221,83.33503
147,418.59910,3.89295
148,484.88229,98.13337
149,419.74008,-2.69092
150,413.25604,-11.19168
151,555.62146,873.00572
152,561.88705,880.96663
153,548.54716,891.21022
154,209.27631,9.63564
155,568.46839,874.16953
156,210.45476,6.75286
157,543.82371,884.91510
158,79.48847,878.96107
159,421.31401,15.50768
160,500.32606,82.94323
161,556.16190,896.44941
162,427.72435,-11.22340
163,485.93166,93.47650
164,553.15216,899.68106
165,210.78220,9.85165
166,481.54824,104.50266
167,417.37519,-15.94549
168,73.91462,877.36143
169,420.39722,-7.19599
170,420.84838,-16.42779
171,549.35633,892.79139
172,550.87800,893.53825
173,421.56742,-13.46173
174,596.73324,169.14196
175,584.47811,178.92922
176,606.67267,163.07504
177,603.51656,163.55140
178,84.67701,881.85181
179,581.59702,175.04214
180,599.07561,167.57671
181,599.26036,164.77501
182,588.94134,173.78843
183,606.47139,161.77118
184,600.68000,165.65451
185,564.22232,883.04745
186,81.94348,877.70932
187,589.46875,170.56989
188,81.03183,879.45797
189,68.79515,864.41372
190,422.39490,-2.04249
191,579.20684,173.76734
192,418.78644,13.60669
193,79.97371,877.68448
194,320.06742,-18.72472
195,418.00818,-1.49267
196,423.15351,17.78422
197,484.98238,94.94321
198,418.80068,2.72114
199,416.25588,1.03341
200,415.44180,-9.78549
201,495.62562,87.20561
202,421.67409,-6.42302
203,423.16626,10.22928
204,483.19608,99.42684
205,555.71115,893.03399
206,71.93622,871.97206
207,423.36556,1.32015
208,84.00285,882.05184
209,421.29665,2.20794
210,84.37888,880.35654
211,81.88203,878.42474
212,424.37268,2.37482
213,599.81909,167.94362
214,69.63171,868.71516
215,322.13604,-2.34330
216,415.61495,-0.55448
217,419.23521,1.34842
218,562.97112,883.09301
219,478.07675,105.06099
220,424.25856,-6.98447
221,426.50690,-5.27950
222,318.47297,-57.77687
223,422.52055,2.75240
224,559.46721,888.74270
225,420.29571,0.02875
226,584.03312,184.29392
227,603.20218,159.67776
228,424.59950,3.40671
229,83.27702,878.64666
230,496.39773,85.59604
231,200.17693,0.02394
232,561.80676,883.13609
233,320.42455,-28.81165
234,424.03629,-7.79847
235,425.96433,-4.23493
236,480.70298,103.95506
237,555.15497,890.46261
238,423.07667,-18.16691
239,492.97411,87.28962
240,81.37277,880.77864
241,586.00454,182.10368
242,207.35009,6.27433
243,414.86674,-7.08348
244,565.69466,884.96578
245,321.73979,3.82884
246,78.69410,877.32644
247,552.18613,894.92995
248,552.54002,896.20113
249,320.62947,-16.57398
250,86.02176,881.08400
251,200.16281,2.56685
252,418.03567,-13.56996
253,494.66573,86.65432
254,81.45204,876.73028
255,550.56862,891.77587
256,559.49579,883.87345
257,315.56786,-29.91904
258,318.53102,-30.24481
259,559.64922,885.74022
260,579.62746,175.42411
261,583.01800,183.72310
262,614.15374,157.92600
263,582.27199,174.53790
264,581.07415,175.96958
265,605.85822,165.28313
266,626.76436,152.42714
267,601.70929,166.22945
268,618.85369,156.96983
269,607.46290,158.79649
270,597.75003,164.46876
271,606.39007,157.42156
272,569.20400,876.60261
273,420.94257,3.70316
274,419.80680,9.84167
275,419.87890,8.74256
276,82.61738,880.43108
277,605.43029,163.57053
278,585.27506,168.36196
279,610.01978,156.40705
280,76.53991,872.03669
281,425.30624,-7.15312
282,426.13862,-14.47134
283,484.64178,96.40495
284,84.56301,882.98777
285,77.31797,878.75424
286,68.02924,865.83583
287,426.22020,-17.74775
288,421.70326,7.03747
289,84.39700,880.25606
290,77.12683,875.95706
291,419.05603,11.91718
292,556.34246,884.49326
293,499.14185,83.04934
294,81.53200,879.70025
295,611.60643,163.23874
296,566.46406,876.53741
297,78.48569,876.97051
298,83.17867,877.50738
299,416.68119,-1.92266
300,476.79715,103.62741
301,424.50292,-15.35113
302,324.73058,1.49976
303,585.74109,176.38978
304,417.19097,3.04416
305,80.21094,877.09680
306,556.26987,891.37342
307,73.48507,870.32680
308,557.80979,887.03402
309,560.36679,883.50464
310,478.62067,97.38020
311,607.20079,159.67356
312,498.30742,84.70266
313,560.51098,890.74780
314,420.69426,-8.75520
315,478.68482,107.28907
316,558.19372,893.00294
317,415.09530,-14.75237
318,563.17522,881.95395
319,204.57750,6.00962
320,85.97575,881.94412
321,317.19951,-53.82523
322,473.62657,114.38283
323,558.31506,889.64352
324,208.97493,6.36268
325,421.21784,-1.67109
326,406.36933,5.20703
327,419.28882,-0.56244
328,428.01949,-13.60390
329,426.66240,6.91411
330,559.34317,892.85976
331,591.51406,167.51363
332,592.92379,168.56636
333,209.33979,4.90562
334,419.81560,-11.17084
335,75.32232,872.40881
336,65.17756,861.41900
337,413.11000,-15.12655
338,183.66220,-18.47334
339,583.67143,169.38176
340,580.90947,167.11159
341,597.82527,172.01145
342,494.33175,85.51668
343,423.32369,-11.83994
344,580.87098,157.78108
345,424.03646,-4.02135
