0,620.35763,158.29196
1,597.73162,172.43219
2,581.27993,179.49061
3,587.65066,178.95142
4,625.73339,157.07639
5,82.85025,879.37058
6,63.57408,859.06544
7,583.50085,161.02679
8,67.18636,863.84969
9,419.53254,19.95051
10,81.26966,881.21113
11,73.34594,871.66596
12,476.47590,112.28553
13,70.64585,868.60842
14,422.62721,7.10126
15,80.68592,880.72012
16,563.73882,880.89253
17,83.28130,878.95896
18,604.36582,165.00407
19,567.34434,880.66624
20,423.45628,6.58108
21,422.72686,-0.70187
22,479.49812,99.74526
23,588.20776,154.81696
24,419.12183,4.94070
25,419.30823,17.64732
26,424.01026,11.24552
27,480.20775,101.69013
28,77.70514,877.54433
29,595.66447,149.63846
30,481.25287,101.15908
31,561.62382,884.43763
32,481.82317,101.68577
33,558.08191,883.04817
34,416.83978,-0.14890
35,479.86250,103.07871
36,69.09825,865.93095
37,561.98252,885.48009
38,421.56362,0.00831
39,417.01362,1.26919
40,74.59493,873.97292
41,417.80162,5.20290
42,547.12426,887.04806
43,418.26295,1.69794
44,427.16398,-9.55174
45,171.47843,-31.44297
46,547.57686,884.26646
47,457.81014,121.01992
48,552.34060,890.08012
49,75.26760,874.01454
50,417.67632,-8.90573
51,600.67252,157.90195
52,593.02630,183.77393
53,585.30856,175.63001
54,589.12485,170.15074
55,607.14556,163.17690
56,596.55561,173.24606
57,603.53199,170.19975
58,603.95188,168.57319
59,586.63056,176.59290
60,83.94345,881.01360
61,590.12581,163.93767
62,583.14724,175.49443
63,81.88676,878.92340
64,598.19690,177.46532
65,420.47354,6.96751
66,601.61295,170.53833
67,603.02309,161.19362
68,619.07292,153.20622
69,600.87878,162.64142
70,605.15736,167.01939
71,627.73556,155.30924
72,593.48030,159.79536
73,420.09048,4.68460
74,422.35666,5.38850
75,425.90821,0.77626
76,565.61520,881.06954
77,422.78886,12.96583
78,199.13450,-1.94513
79,423.63130,-10.99331
80,77.41713,874.77736
81,566.62218,878.32150
82,423.05571,14.24607
83,475.30070,105.79680
84,426.27878,-11.06820
85,579.62544,163.60978
86,477.60526,103.35852
87,320.53911,-25.38203
88,77.83258,874.75036
89,587.60242,173.06372
90,418.18218,14.63724
91,558.98925,875.41734
92,83.24534,880.40876
93,79.00638,877.06047
94,82.47902,880.30872
95,421.99907,9.09198
96,423.58530,-1.92989
97,315.85231,0.00610
98,84.86861,879.28425
99,420.43064,1.30242
100,81.01828,878.23126
101,553.70167,894.60235
102,320.17874,-27.78006
103,419.01206,5.83490
104,424.77952,-10.50852
105,84.22616,878.30455
106,76.94518,877.48073
107,563.88971,885.79795
108,477.92679,101.77404
109,411.67618,3.34020
110,79.62558,878.54785
111,207.36727,3.11294
112,556.10271,885.52420
113,475.93675,115.13767
114,81.74053,879.44620
115,425.68540,-1.51693
116,422.96699,0.14674
117,423.85865,4.59446
118,422.31069,3.68729
119,456.48078,122.24761
120,405.55055,3.29903
121,424.13446,-20.10801
122,184.79075,-15.76283
123,422.35033,17.19466
124,426.25963,-12.54914
125,597.75409,173.62627
126,558.07775,885.16823
127,554.38199,897.82858
128,423.28912,3.90936
129,487.04725,95.34738
130,483.29063,102.38050
131,473.16043,102.72133
132,82.66472,879.64024
133,74.78075,875.89454
134,84.36223,879.59518
135,491.53638,91.02903
136,492.10797,88.86748
137,68.20014,867.98827
